ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2010-09-02,10.065246730733453,3.9564797986534432,20.89180530964553,10.065246730733453,10.065246730733453,2.5046548263211834,2.5046548263211834,2.5046548263211834,-0.16328355908735684,-0.16328355908735684,-0.16328355908735684,2.66793838540854,2.66793838540854,2.66793838540854,0.0,0.0,0.0,12.569901557054635
2010-09-03,10.078826508879223,3.5156308104409275,21.196178941178644,10.078826508879223,10.078826508879223,2.319690130496576,2.319690130496576,2.319690130496576,-0.23032076409623203,-0.23032076409623203,-0.23032076409623203,2.5500108945928077,2.5500108945928077,2.5500108945928077,0.0,0.0,0.0,12.3985166393758
2010-09-07,10.133145621462301,3.2991071434695542,20.59832406612425,10.133145621462301,10.133145621462301,1.8760914999799014,1.8760914999799014,1.8760914999799014,-0.1657834453433016,-0.1657834453433016,-0.1657834453433016,2.0418749453232032,2.0418749453232032,2.0418749453232032,0.0,0.0,0.0,12.009237121442203
2010-09-08,10.14672539960807,3.332081912100773,21.08349145928282,10.14672539960807,10.14672539960807,1.7831928487849282,1.7831928487849282,1.7831928487849282,-0.12538603914586238,-0.12538603914586238,-0.12538603914586238,1.9085788879307908,1.9085788879307908,1.9085788879307908,0.0,0.0,0.0,11.929918248392998
2010-09-09,10.16030517775384,3.0331620588180934,20.100334565970478,10.16030517775384,10.16030517775384,1.6103178546964578,1.6103178546964578,1.6103178546964578,-0.16328355908755035,-0.16328355908755035,-0.16328355908755035,1.7736014137840084,1.7736014137840084,1.7736014137840084,0.0,0.0,0.0,11.770623032450297
2010-09-10,10.17388495589961,2.5623900516634164,20.476134583847983,10.17388495589961,10.17388495589961,1.4069019471662587,1.4069019471662587,1.4069019471662587,-0.230320764095933,-0.230320764095933,-0.230320764095933,1.6372227112621918,1.6372227112621918,1.6372227112621918,0.0,0.0,0.0,11.580786903065867
2010-09-13,10.214624290336916,2.892244119423393,19.693810813233647,10.214624290336916,10.214624290336916,1.1520255293831665,1.1520255293831665,1.1520255293831665,-0.0697682179642373,-0.0697682179642373,-0.0697682179642373,1.2217937473474039,1.2217937473474039,1.2217937473474039,0.0,0.0,0.0,11.366649819720083
2010-09-14,10.228204068482686,2.693075622238527,19.824816134172384,10.228204068482686,10.228204068482686,0.9160382188233162,0.9160382188233162,0.9160382188233162,-0.16578344534377065,-0.16578344534377065,-0.16578344534377065,1.0818216641670866,1.0818216641670866,1.0818216641670866,0.0,0.0,0.0,11.144242287306001
2010-09-15,10.241783846628456,2.3629429301660316,19.743973286021056,10.241783846628456,10.241783846628456,0.8160304962220716,0.8160304962220716,0.8160304962220716,-0.12538603914618743,-0.12538603914618743,-0.12538603914618743,0.941416535368259,0.941416535368259,0.941416535368259,0.0,0.0,0.0,11.057814342850527
2010-09-16,10.255363624774224,2.45574243747923,19.5254783024555,10.255363624774224,10.255363624774224,0.637529779909802,0.637529779909802,0.637529779909802,-0.16328355908767256,-0.16328355908767256,-0.16328355908767256,0.8008133389974744,0.8008133389974744,0.8008133389974744,0.0,0.0,0.0,10.892893404684026
2010-09-17,10.268943402919996,1.6209877345010963,19.61092343938496,10.268943402919996,10.268943402919996,0.4299792976882759,0.4299792976882759,0.4299792976882759,-0.2303207640963729,-0.2303207640963729,-0.2303207640963729,0.6603000617846487,0.6603000617846487,0.6603000617846487,0.0,0.0,0.0,10.698922700608271
2010-09-20,10.309682737357303,1.5253800275091345,19.1402401937743,10.309682737357303,10.309682737357303,0.1734496459148438,0.1734496459148438,0.1734496459148438,-0.0697682179641841,-0.0697682179641841,-0.0697682179641841,0.24321786387902788,0.24321786387902788,0.24321786387902788,0.0,0.0,0.0,10.483132383272146
2010-09-21,10.323262515503073,1.109699419423511,18.50508515612395,10.323262515503073,10.323262515503073,-0.05840619236845909,-0.05840619236845909,-0.05840619236845909,-0.16578344534358894,-0.16578344534358894,-0.16578344534358894,0.10737725297512984,0.10737725297512984,0.10737725297512984,0.0,0.0,0.0,10.264856323134614
2010-09-22,10.336842293648843,1.2921394666892363,19.167164216625448,10.336842293648843,10.336842293648843,-0.15120199303424917,-0.15120199303424917,-0.15120199303424917,-0.1253860391459807,-0.1253860391459807,-0.1253860391459807,-0.025815953888268486,-0.025815953888268486,-0.025815953888268486,0.0,0.0,0.0,10.185640300614594
2010-09-23,10.350422071794611,1.140451208297682,18.856257777406864,10.350422071794611,10.350422071794611,-0.318898727925539,-0.318898727925539,-0.318898727925539,-0.1632835590874848,-0.1632835590874848,-0.1632835590874848,-0.1556151688380542,-0.1556151688380542,-0.1556151688380542,0.0,0.0,0.0,10.031523343869072
2010-09-24,10.364001849940383,1.399036403827195,18.69062342361122,10.364001849940383,10.364001849940383,-0.5115314887730371,-0.5115314887730371,-0.5115314887730371,-0.23032076409681293,-0.23032076409681293,-0.23032076409681293,-0.2812107246762241,-0.2812107246762241,-0.2812107246762241,0.0,0.0,0.0,9.852470361167345
2010-09-27,10.40474118437769,1.5075490866474603,18.549132064428377,10.40474118437769,10.40474118437769,-0.6938291855625851,-0.6938291855625851,-0.6938291855625851,-0.06976821796459397,-0.06976821796459397,-0.06976821796459397,-0.6240609675979911,-0.6240609675979911,-0.6240609675979911,0.0,0.0,0.0,9.710911998815105
2010-09-28,10.418320962523458,0.2895249589875764,18.61277822422271,10.418320962523458,10.418320962523458,-0.8898434448992175,-0.8898434448992175,-0.8898434448992175,-0.1657834453436549,-0.1657834453436549,-0.1657834453436549,-0.7240599995555626,-0.7240599995555626,-0.7240599995555626,0.0,0.0,0.0,9.528477517624241
2010-09-29,10.43190074066923,0.5780263543436381,18.229154267877465,10.43190074066923,10.43190074066923,-0.9408631579257551,-0.9408631579257551,-0.9408631579257551,-0.12538603914604257,-0.12538603914604257,-0.12538603914604257,-0.8154771187797127,-0.8154771187797127,-0.8154771187797127,0.0,0.0,0.0,9.491037582743475
2010-09-30,10.445480518814998,0.3594932020197375,17.54022566708935,10.445480518814998,10.445480518814998,-1.0608118425407131,-1.0608118425407131,-1.0608118425407131,-0.16328355908753575,-0.16328355908753575,-0.16328355908753575,-0.8975282834531774,-0.8975282834531774,-0.8975282834531774,0.0,0.0,0.0,9.384668676274284
2010-10-01,10.459060296960768,0.7925097574743484,18.96257495115293,10.459060296960768,10.459060296960768,-1.199838693817371,-1.199838693817371,-1.199838693817371,-0.23032076409664864,-0.23032076409664864,-0.23032076409664864,-0.9695179297207223,-0.9695179297207223,-0.9695179297207223,0.0,0.0,0.0,9.259221603143397
2010-10-04,10.499799631398076,-0.024379159482108628,17.63985045840496,10.499799631398076,10.499799631398076,-1.1897522081935803,-1.1897522081935803,-1.1897522081935803,-0.06976821796416544,-0.06976821796416544,-0.06976821796416544,-1.1199839902294149,-1.1199839902294149,-1.1199839902294149,0.0,0.0,0.0,9.310047423204496
2010-10-05,10.513379409543845,0.02239007144434898,18.240000537279556,10.513379409543845,10.513379409543845,-1.3131280311334785,-1.3131280311334785,-1.3131280311334785,-0.16578344534347325,-0.16578344534347325,-0.16578344534347325,-1.147344585790005,-1.147344585790005,-1.147344585790005,0.0,0.0,0.0,9.200251378410366
2010-10-06,10.526959187689615,0.8180657280739015,18.180737231019183,10.526959187689615,10.526959187689615,-1.2886455361219256,-1.2886455361219256,-1.2886455361219256,-0.12538603914610447,-0.12538603914610447,-0.12538603914610447,-1.163259496975821,-1.163259496975821,-1.163259496975821,0.0,0.0,0.0,9.238313651567688
2010-10-07,10.540538965835385,0.24206217095397356,18.110303171497485,10.540538965835385,10.540538965835385,-1.3312649299765353,-1.3312649299765353,-1.3312649299765353,-0.16328355908772924,-0.16328355908772924,-0.16328355908772924,-1.167981370888806,-1.167981370888806,-1.167981370888806,0.0,0.0,0.0,9.209274035858849
2010-10-08,10.554118743981155,0.21018783982444278,18.25342887584466,10.554118743981155,10.554118743981155,-1.392277527132621,-1.392277527132621,-1.392277527132621,-0.2303207640970886,-0.2303207640970886,-0.2303207640970886,-1.1619567630355325,-1.1619567630355325,-1.1619567630355325,0.0,0.0,0.0,9.161841216848533
2010-10-11,10.594858078418463,1.5493823933175432,18.998323597037132,10.594858078418463,10.594858078418463,-1.156457297794118,-1.156457297794118,-1.156457297794118,-0.06976821796373697,-0.06976821796373697,-0.06976821796373697,-1.086689079830381,-1.086689079830381,-1.086689079830381,0.0,0.0,0.0,9.438400780624345
2010-10-12,10.608437856564231,0.7125048835158077,18.151896465889614,10.608437856564231,10.608437856564231,-1.2116078992235204,-1.2116078992235204,-1.2116078992235204,-0.16578344534369457,-0.16578344534369457,-0.16578344534369457,-1.0458244538798258,-1.0458244538798258,-1.0458244538798258,0.0,0.0,0.0,9.39682995734071
2010-10-13,10.622017634710001,0.23273815577201845,17.968433582945778,10.622017634710001,10.622017634710001,-1.124470240261724,-1.124470240261724,-1.124470240261724,-0.1253860391461663,-0.1253860391461663,-0.1253860391461663,-0.9990842011155575,-0.9990842011155575,-0.9990842011155575,0.0,0.0,0.0,9.497547394448278
2010-10-14,10.635597412855772,0.8357175658198016,18.564448679841504,10.635597412855772,10.635597412855772,-1.1111290890708632,-1.1111290890708632,-1.1111290890708632,-0.16328355908754147,-0.16328355908754147,-0.16328355908754147,-0.9478455299833217,-0.9478455299833217,-0.9478455299833217,0.0,0.0,0.0,9.524468323784909
2010-10-15,10.64917719100154,1.4464043595980323,18.416537196241926,10.64917719100154,10.64917719100154,-1.1238789217978287,-1.1238789217978287,-1.1238789217978287,-0.2303207640967895,-0.2303207640967895,-0.2303207640967895,-0.893558157701039,-0.893558157701039,-0.893558157701039,0.0,0.0,0.0,9.525298269203711
2010-10-18,10.689916525438848,1.339991751587783,18.671937626081952,10.689916525438848,10.689916525438848,-0.7970524838550817,-0.7970524838550817,-0.7970524838550817,-0.06976821796368382,-0.06976821796368382,-0.06976821796368382,-0.7272842658913978,-0.7272842658913978,-0.7272842658913978,0.0,0.0,0.0,9.892864041583767
2010-10-19,10.703496303584618,0.7343614014368408,18.5258775082112,10.703496303584618,10.703496303584618,-0.8413473468142504,-0.8413473468142504,-0.8413473468142504,-0.1657834453433575,-0.1657834453433575,-0.1657834453433575,-0.6755639014708928,-0.6755639014708928,-0.6755639014708928,0.0,0.0,0.0,9.862148956770367
2010-10-20,10.717076081730387,0.9683532838554281,17.974819979060655,10.717076081730387,10.717076081730387,-0.7533200234588958,-0.7533200234588958,-0.7533200234588958,-0.1253860391459596,-0.1253860391459596,-0.1253860391459596,-0.6279339843129362,-0.6279339843129362,-0.6279339843129362,0.0,0.0,0.0,9.96375605827149
2010-10-21,10.730655859876157,1.6994958227773438,18.677143165764168,10.730655859876157,10.730655859876157,-0.7488413094171409,-0.7488413094171409,-0.7488413094171409,-0.16328355908759246,-0.16328355908759246,-0.16328355908759246,-0.5855577503295485,-0.5855577503295485,-0.5855577503295485,0.0,0.0,0.0,9.981814550459015
2010-10-22,10.744235638021927,1.005758402500277,18.222338500386144,10.744235638021927,10.744235638021927,-0.7797572247991857,-0.7797572247991857,-0.7797572247991857,-0.2303207640964905,-0.2303207640964905,-0.2303207640964905,-0.5494364607026953,-0.5494364607026953,-0.5494364607026953,0.0,0.0,0.0,9.964478413222741
2010-10-25,10.784974972459235,1.1844726619633128,18.651166120054434,10.784974972459235,10.784974972459235,-0.5554577036796746,-0.5554577036796746,-0.5554577036796746,-0.06976821796371831,-0.06976821796371831,-0.06976821796371831,-0.4856894857159564,-0.4856894857159564,-0.4856894857159564,0.0,0.0,0.0,10.22951726877956
2010-10-26,10.798554750605005,1.3479498806516632,18.38422711247771,10.798554750605005,10.798554750605005,-0.6463651702437785,-0.6463651702437785,-0.6463651702437785,-0.16578344534357886,-0.16578344534357886,-0.16578344534357886,-0.4805817249001995,-0.4805817249001995,-0.4805817249001995,0.0,0.0,0.0,10.152189580361227
2010-10-27,10.812134528750773,1.898254238024963,18.81484231829243,10.812134528750773,10.812134528750773,-0.6089857394643321,-0.6089857394643321,-0.6089857394643321,-0.12538603914602148,-0.12538603914602148,-0.12538603914602148,-0.48359970031831057,-0.48359970031831057,-0.48359970031831057,0.0,0.0,0.0,10.203148789286441
2010-10-28,10.825714306896543,0.7729501835882227,19.408112036690568,10.825714306896543,10.825714306896543,-0.6577099664067383,-0.6577099664067383,-0.6577099664067383,-0.1632835590874047,-0.1632835590874047,-0.1632835590874047,-0.49442640731933357,-0.49442640731933357,-0.49442640731933357,0.0,0.0,0.0,10.168004340489805
2010-10-29,10.839294085042313,1.3712655064117971,19.16162830031202,10.839294085042313,10.839294085042313,-0.7428422244764744,-0.7428422244764744,-0.7428422244764744,-0.23032076409632626,-0.23032076409632626,-0.23032076409632626,-0.5125214603801482,-0.5125214603801482,-0.5125214603801482,0.0,0.0,0.0,10.096451860565839
2010-11-01,10.880033419479622,1.5742737657434838,18.686149815580237,10.880033419479622,10.880033419479622,-0.6717900212451051,-0.6717900212451051,-0.6717900212451051,-0.06976821796366513,-0.06976821796366513,-0.06976821796366513,-0.6020218032814401,-0.6020218032814401,-0.6020218032814401,0.0,0.0,0.0,10.208243398234517
2010-11-02,10.893613197625392,0.6465121631097257,19.272258001338386,10.893613197625392,10.893613197625392,-0.8057514216353127,-0.8057514216353127,-0.8057514216353127,-0.1657834453433972,-0.1657834453433972,-0.1657834453433972,-0.6399679762919155,-0.6399679762919155,-0.6399679762919155,0.0,0.0,0.0,10.08786177599008
2010-11-03,10.90719297577116,1.7174021182457715,18.68370802471075,10.90719297577116,10.90719297577116,-0.8052357963513878,-0.8052357963513878,-0.8052357963513878,-0.12538603914608337,-0.12538603914608337,-0.12538603914608337,-0.6798497572053044,-0.6798497572053044,-0.6798497572053044,0.0,0.0,0.0,10.101957179419772
2010-11-04,10.920772753916928,1.0970383773960675,18.89364203622666,10.920772753916928,10.920772753916928,-0.883566574895144,-0.883566574895144,-0.883566574895144,-0.1632835590871457,-0.1632835590871457,-0.1632835590871457,-0.7202830158079984,-0.7202830158079984,-0.7202830158079984,0.0,0.0,0.0,10.037206179021783
2010-11-05,10.9343525320627,1.3286553070889882,18.905594215413156,10.9343525320627,10.9343525320627,-0.9901827818319152,-0.9901827818319152,-0.9901827818319152,-0.2303207640966314,-0.2303207640966314,-0.2303207640966314,-0.7598620177352838,-0.7598620177352838,-0.7598620177352838,0.0,0.0,0.0,9.944169750230785
2010-11-08,10.975091866500009,1.2132209729951797,18.686802306125678,10.975091866500009,10.975091866500009,-0.9296729222240295,-0.9296729222240295,-0.9296729222240295,-0.06976821796361192,-0.06976821796361192,-0.06976821796361192,-0.8599047042604175,-0.8599047042604175,-0.8599047042604175,0.0,0.0,0.0,10.04541894427598
2010-11-09,10.988671644645777,0.9405386029260168,18.55246769150394,10.988671644645777,10.988671644645777,-1.0487045872187584,-1.0487045872187584,-1.0487045872187584,-0.1657834453432155,-0.1657834453432155,-0.1657834453432155,-0.8829211418755429,-0.8829211418755429,-0.8829211418755429,0.0,0.0,0.0,9.939967057427019
2010-11-10,11.002251422791547,1.4924578735397964,19.20252282930095,11.002251422791547,11.002251422791547,-1.0244385398036964,-1.0244385398036964,-1.0244385398036964,-0.12538603914613983,-0.12538603914613983,-0.12538603914613983,-0.8990525006575566,-0.8990525006575566,-0.8990525006575566,0.0,0.0,0.0,9.97781288298785
2010-11-11,11.015831200937315,1.747723523130732,18.50767018901511,11.015831200937315,11.015831200937315,-1.070809717230877,-1.070809717230877,-1.070809717230877,-0.1632835590872679,-0.1632835590872679,-0.1632835590872679,-0.907526158143609,-0.907526158143609,-0.907526158143609,0.0,0.0,0.0,9.945021483706437
2010-11-12,11.029410979083085,0.9514137896250556,18.5208369347123,11.029410979083085,11.029410979083085,-1.1380947047671455,-1.1380947047671455,-1.1380947047671455,-0.23032076409646712,-0.23032076409646712,-0.23032076409646712,-0.9077739406706782,-0.9077739406706782,-0.9077739406706782,0.0,0.0,0.0,9.89131627431594
2010-11-15,11.07015091243763,1.4604081295156044,19.49732569054494,11.07015091243763,11.07015091243763,-0.9265906582665896,-0.9265906582665896,-0.9265906582665896,-0.06976821796318346,-0.06976821796318346,-0.06976821796318346,-0.8568224403034062,-0.8568224403034062,-0.8568224403034062,0.0,0.0,0.0,10.14356025417104
2010-11-16,11.083730890222476,0.7020925585650778,19.053438846652107,11.083730890222476,11.083730890222476,-0.9887574672422081,-0.9887574672422081,-0.9887574672422081,-0.1657834453432815,-0.1657834453432815,-0.1657834453432815,-0.8229740218989267,-0.8229740218989267,-0.8229740218989267,0.0,0.0,0.0,10.094973422980267
2010-11-17,11.097310868007321,1.554941349804912,18.274556186724773,11.097310868007321,11.097310868007321,-0.9068226393495952,-0.9068226393495952,-0.9068226393495952,-0.12538603914593852,-0.12538603914593852,-0.12538603914593852,-0.7814366002036565,-0.7814366002036565,-0.7814366002036565,0.0,0.0,0.0,10.190488228657726
2010-11-18,11.11089084579217,1.2924561760672724,19.307799475630006,11.11089084579217,11.11089084579217,-0.8962497716654605,-0.8962497716654605,-0.8962497716654605,-0.16328355908739012,-0.16328355908739012,-0.16328355908739012,-0.7329662125780704,-0.7329662125780704,-0.7329662125780704,0.0,0.0,0.0,10.21464107412671
2010-11-19,11.124470823577017,0.781127509099647,19.334906717772295,11.124470823577017,11.124470823577017,-0.9088182962191977,-0.9088182962191977,-0.9088182962191977,-0.23032076409630287,-0.23032076409630287,-0.23032076409630287,-0.678497532122895,-0.678497532122895,-0.678497532122895,0.0,0.0,0.0,10.215652527357818
2010-11-22,11.16521075693156,2.48858621306665,19.46087514893036,11.16521075693156,11.16521075693156,-0.5603046260518364,-0.5603046260518364,-0.5603046260518364,-0.06976821796359334,-0.06976821796359334,-0.06976821796359334,-0.490536408088243,-0.490536408088243,-0.490536408088243,0.0,0.0,0.0,10.604906130879723
2010-11-23,11.178790734716406,1.8936464042518213,19.398699570515358,11.178790734716406,11.178790734716406,-0.5897579960212751,-0.5897579960212751,-0.5897579960212751,-0.16578344534350278,-0.16578344534350278,-0.16578344534350278,-0.4239745506777723,-0.4239745506777723,-0.4239745506777723,0.0,0.0,0.0,10.589032738695131
2010-11-24,11.192370712501255,1.7032635949582813,19.28999693971213,11.192370712501255,11.192370712501255,-0.4830895630828205,-0.4830895630828205,-0.4830895630828205,-0.1253860391462582,-0.1253860391462582,-0.1253860391462582,-0.35770352393656235,-0.35770352393656235,-0.35770352393656235,0.0,0.0,0.0,10.709281149418434
2010-11-26,11.219530668070949,2.204794770867151,19.631510433402454,11.219530668070949,11.219530668070949,-0.461623204053932,-0.461623204053932,-0.461623204053932,-0.23032076409660807,-0.23032076409660807,-0.23032076409660807,-0.2313024399573239,-0.2313024399573239,-0.2313024399573239,0.0,0.0,0.0,10.757907464017016
2010-11-29,11.260270601425491,2.5988311834054416,19.913064006715466,11.260270601425491,11.260270601425491,-0.1442754956188901,-0.1442754956188901,-0.1442754956188901,-0.06976821796400315,-0.06976821796400315,-0.06976821796400315,-0.07450727765488696,-0.07450727765488696,-0.07450727765488696,0.0,0.0,0.0,11.1159951058066
2010-11-30,11.27385057921034,2.444137211548585,20.564966255743332,11.27385057921034,11.27385057921034,-0.20047624323057953,-0.20047624323057953,-0.20047624323057953,-0.16578344534372413,-0.16578344534372413,-0.16578344534372413,-0.0346927978868554,-0.0346927978868554,-0.0346927978868554,0.0,0.0,0.0,11.07337433597976
2010-12-01,11.287430556995186,2.086792373966734,19.02795134517818,11.287430556995186,11.287430556995186,-0.12752487168788434,-0.12752487168788434,-0.12752487168788434,-0.12538603914605148,-0.12538603914605148,-0.12538603914605148,-0.002138832541832853,-0.002138832541832853,-0.002138832541832853,0.0,0.0,0.0,11.159905685307303
2010-12-02,11.301010534780032,2.656218667622679,19.648831850073734,11.301010534780032,11.301010534780032,-0.14045138369528243,-0.14045138369528243,-0.14045138369528243,-0.16328355908732461,-0.16328355908732461,-0.16328355908732461,0.02283217539204219,0.02283217539204219,0.02283217539204219,0.0,0.0,0.0,11.16055915108475
2010-12-03,11.31459051256488,2.66319936555966,20.096607087573734,11.31459051256488,11.31459051256488,-0.19021435605247047,-0.19021435605247047,-0.19021435605247047,-0.23032076409644378,-0.23032076409644378,-0.23032076409644378,0.04010640804397331,0.04010640804397331,0.04010640804397331,0.0,0.0,0.0,11.12437615651241
2010-12-06,11.355330445919423,2.301965961257929,20.308251216774423,11.355330445919423,11.355330445919423,-0.02210536130776663,-0.02210536130776663,-0.02210536130776663,-0.06976821796394997,-0.06976821796394997,-0.06976821796394997,0.04766285665618333,0.04766285665618333,0.04766285665618333,0.0,0.0,0.0,11.333225084611657
2010-12-07,11.36891042370427,2.2670341007466708,19.965702218793094,11.36891042370427,11.36891042370427,-0.1287836086968296,-0.1287836086968296,-0.1287836086968296,-0.16578344534338715,-0.16578344534338715,-0.16578344534338715,0.03699983664655755,0.03699983664655755,0.03699983664655755,0.0,0.0,0.0,11.24012681500744
2010-12-08,11.382490401489116,2.8167878931813584,20.272600259897697,11.382490401489116,11.382490401489116,-0.10445244220663626,-0.10445244220663626,-0.10445244220663626,-0.12538603914611335,-0.12538603914611335,-0.12538603914611335,0.020933596939477078,0.020933596939477078,0.020933596939477078,0.0,0.0,0.0,11.27803795928248
2010-12-09,11.396070379273965,2.7119235040034475,19.955593345234806,11.396070379273965,11.396070379273965,-0.1629195764417105,-0.1629195764417105,-0.1629195764417105,-0.1632835590874468,-0.1632835590874468,-0.1632835590874468,0.0003639826457362786,0.0003639826457362786,0.0003639826457362786,0.0,0.0,0.0,11.233150802832254
2010-12-10,11.409650357058812,2.934028187930225,20.213254091399488,11.409650357058812,11.409650357058812,-0.25404754912954364,-0.25404754912954364,-0.25404754912954364,-0.23032076409614471,-0.23032076409614471,-0.23032076409614471,-0.023726785033398947,-0.023726785033398947,-0.023726785033398947,0.0,0.0,0.0,11.155602807929268
2010-12-13,11.450390290413354,2.7458781905659944,19.507189510735937,11.450390290413354,11.450390290413354,-0.17654913994596377,-0.17654913994596377,-0.17654913994596377,-0.06976821796398448,-0.06976821796398448,-0.06976821796398448,-0.10678092198197928,-0.10678092198197928,-0.10678092198197928,0.0,0.0,0.0,11.27384115046739
2010-12-14,11.463970268198201,2.469980059415337,19.672742754892884,11.463970268198201,11.463970268198201,-0.3004626152729443,-0.3004626152729443,-0.3004626152729443,-0.16578344534360845,-0.16578344534360845,-0.16578344534360845,-0.13467916992933593,-0.13467916992933593,-0.13467916992933593,0.0,0.0,0.0,11.163507652925256
2010-12-15,11.47755024598305,1.9971050809517308,19.846537931014506,11.47755024598305,11.47755024598305,-0.2865308583568952,-0.2865308583568952,-0.2865308583568952,-0.12538603914617522,-0.12538603914617522,-0.12538603914617522,-0.16114481921072,-0.16114481921072,-0.16114481921072,0.0,0.0,0.0,11.191019387626154
2010-12-16,11.491130223767897,2.142604328755666,20.35986391216487,11.491130223767897,11.491130223767897,-0.3486920431594328,-0.3486920431594328,-0.3486920431594328,-0.16328355908756903,-0.16328355908756903,-0.16328355908756903,-0.18540848407186383,-0.18540848407186383,-0.18540848407186383,0.0,0.0,0.0,11.142438180608464
2010-12-17,11.504710201552744,2.5217161855409103,20.24322354612445,11.504710201552744,11.504710201552744,-0.43716024609549764,-0.43716024609549764,-0.43716024609549764,-0.23032076409584568,-0.23032076409584568,-0.23032076409584568,-0.20683948199965194,-0.20683948199965194,-0.20683948199965194,0.0,0.0,0.0,11.067549955457245
2010-12-20,11.545450134907284,2.163688254991893,20.48059698999869,11.545450134907284,11.545450134907284,-0.32004801787773157,-0.32004801787773157,-0.32004801787773157,-0.0697682179639313,-0.0697682179639313,-0.0697682179639313,-0.2502797999138003,-0.2502797999138003,-0.2502797999138003,0.0,0.0,0.0,11.225402117029553
2010-12-21,11.559030112692135,2.1406564066505065,20.089916532186322,11.559030112692135,11.559030112692135,-0.4231931711197173,-0.4231931711197173,-0.4231931711197173,-0.16578344534367442,-0.16578344534367442,-0.16578344534367442,-0.2574097257760428,-0.2574097257760428,-0.2574097257760428,0.0,0.0,0.0,11.135836941572418
2010-12-22,11.57261009047698,2.35267333041809,19.086539315966185,11.57261009047698,11.57261009047698,-0.38650006669337467,-0.38650006669337467,-0.38650006669337467,-0.12538603914623708,-0.12538603914623708,-0.12538603914623708,-0.26111402754713753,-0.26111402754713753,-0.26111402754713753,0.0,0.0,0.0,11.186110023783606
2010-12-23,11.586190068261827,2.2973022736994015,19.641667604333215,11.586190068261827,11.586190068261827,-0.4250813942104931,-0.4250813942104931,-0.4250813942104931,-0.16328355908738126,-0.16328355908738126,-0.16328355908738126,-0.26179783512311183,-0.26179783512311183,-0.26179783512311183,0.0,0.0,0.0,11.161108674051334
2010-12-27,11.640509979401218,2.4938153987978784,20.076703211552363,11.640509979401218,11.640509979401218,-0.31693616003393577,-0.31693616003393577,-0.31693616003393577,-0.06976821796434114,-0.06976821796434114,-0.06976821796434114,-0.24716794206959464,-0.24716794206959464,-0.24716794206959464,0.0,0.0,0.0,11.323573819367281
2010-12-28,11.654089957186065,2.2255640068337406,20.631286301244803,11.654089957186065,11.654089957186065,-0.40897444480884504,-0.40897444480884504,-0.40897444480884504,-0.16578344534374045,-0.16578344534374045,-0.16578344534374045,-0.2431909994651046,-0.2431909994651046,-0.2431909994651046,0.0,0.0,0.0,11.24511551237722
2010-12-29,11.667669934970911,2.2858829861103946,20.571103380699263,11.667669934970911,11.667669934970911,-0.3662264514224993,-0.3662264514224993,-0.3662264514224993,-0.12538603914603036,-0.12538603914603036,-0.12538603914603036,-0.24084041227646896,-0.24084041227646896,-0.24084041227646896,0.0,0.0,0.0,11.301443483548413
2010-12-30,11.681249912755758,2.485995744013062,20.114586443699434,11.681249912755758,11.681249912755758,-0.40425071404058377,-0.40425071404058377,-0.40425071404058377,-0.16328355908743228,-0.16328355908743228,-0.16328355908743228,-0.24096715495315152,-0.24096715495315152,-0.24096715495315152,0.0,0.0,0.0,11.276999198715174
2010-12-31,11.694829890540607,2.4489358164425004,20.446682172522426,11.694829890540607,11.694829890540607,-0.47467020358290374,-0.47467020358290374,-0.47467020358290374,-0.23032076409612137,-0.23032076409612137,-0.23032076409612137,-0.24434943948678245,-0.24434943948678245,-0.24434943948678245,0.0,0.0,0.0,11.220159686957704
2011-01-03,11.73556982389515,2.91866223805673,19.778843816678744,11.73556982389515,11.73556982389515,-0.34978406345768415,-0.34978406345768415,-0.34978406345768415,-0.06976821796391265,-0.06976821796391265,-0.06976821796391265,-0.28001584549377145,-0.28001584549377145,-0.28001584549377145,0.0,0.0,0.0,11.385785760437464
2011-01-04,11.749149801679996,2.1400627844909472,19.784863753092328,11.749149801679996,11.749149801679996,-0.46738804438244896,-0.46738804438244896,-0.46738804438244896,-0.16578344534355877,-0.16578344534355877,-0.16578344534355877,-0.30160459903889025,-0.30160459903889025,-0.30160459903889025,0.0,0.0,0.0,11.281761757297547
2011-01-05,11.762729779464845,2.5506826423788604,19.99179096866195,11.762729779464845,11.762729779464845,-0.45354511359534133,-0.45354511359534133,-0.45354511359534133,-0.12538603914582902,-0.12538603914582902,-0.12538603914582902,-0.32815907444951237,-0.32815907444951237,-0.32815907444951237,0.0,0.0,0.0,11.309184665869504
2011-01-06,11.776309757249692,2.701385229180507,20.127401266516458,11.776309757249692,11.776309757249692,-0.5227117891837061,-0.5227117891837061,-0.5227117891837061,-0.16328355908762573,-0.16328355908762573,-0.16328355908762573,-0.3594282300960804,-0.3594282300960804,-0.3594282300960804,0.0,0.0,0.0,11.253597968065986
